,행정동,경도,위도,subway_최소거리(m),500m지하철역개수,bus_최소거리(m),500m버스정류장개수,badplace_최소거리(m),500m술집개수,child_protection_최소거리(m),300m보호구역개수,accident_최소거리(m),200m내위험구역개수,parking_최소거리(m),500내주차장개수
22,자양4동,127.060489180851,37.5356810802873,645.622568603683,0,93.3847361676519,2,114.3805652641,15,882.879542868688,0,846.10922728481,0,99.9077791482286,12
23,자양4동,127.061668511902,37.5275732689243,488.271048821273,0,625.861785232835,0,294.333156147963,1,853.80207423336,0,670.030314883016,0,385.55939358781507,0
24,자양4동,127.061663237647,37.5284746048617,463.674009068634,1,565.838118392712,0,248.691431262928,1,826.209292372025,0,655.379103429072,0,325.086265190508,0
25,자양4동,127.061657963157,37.5293759406606,445.974503647041,1,505.921434147644,0,210.658841627735,1,802.234882873965,0,646.078898763378,0,264.613189015018,0
26,자양4동,127.061652688431,37.5302772763209,436.013331008477,1,446.15482981943,0,184.989620171946,1,782.211616832955,0,642.362156075953,0,204.140196886153,0
27,자양4동,127.061647413471,37.5311786118427,434.323245377676,1,386.607907570084,0,177.142479593227,1,766.449220416985,0,644.325501322345,0,143.667374213675,10
28,자양4동,127.061642138276,37.532079947226,440.999344578836,1,327.400546197551,0,189.346341698768,2,755.214527962739,0,651.917612703623,0,83.195054736253,10
29,자양4동,127.061636862846,37.5329812824707,455.674050389164,1,268.757244703104,2,218.263351787249,13,748.711382888814,0,664.945712000548,0,22.7271244878332,11
30,자양4동,127.06163158718,37.5338826175768,477.610647243796,1,211.148490478489,2,194.381476317616,17,747.063355006416,0,683.098839237799,0,29.550025206031,12
31,자양4동,127.06162631128,37.5347839525445,505.865284875681,0,155.726674172461,3,135.336475875674,21,750.302433590675,0,705.981756538053,0,75.5118566119829,13
32,자양4동,127.061621035145,37.535685287373504,539.446107126533,0,105.980123974752,3,78.4965041501478,22,758.365996931095,0,733.151719053962,0,63.0007936867005,13
33,자양4동,127.061615758775,37.536586622064,577.424603359842,0,74.3414282980695,3,26.9274572476074,25,771.102704439783,0,764.151572649024,0,44.6567088832389,3
34,자양4동,127.061610482169,37.537487956616,618.991834105642,0,84.4711486039076,2,49.0315376898871,23,788.286066321323,0,798.535398766335,0,76.4140875535163,2
35,자양4동,127.062805504265,37.5266761277292,419.774673164175,0,673.065603206383,0,300.934250540922,1,781.797092743263,0,574.620934602995,0,408.67057976306495,0
36,자양4동,127.06280024386,37.5275774639409,381.268148236392,1,612.618538262254,0,241.55258618468,1,746.604386557521,0,550.762345558465,0,364.285436435504,0
37,자양4동,127.062794983222,37.5284788000141,349.048587379495,1,552.177590143811,0,182.888950676315,1,714.804109285175,0,532.732879726794,0,325.132180466122,0
38,자양4동,127.062789722348,37.529380135948706,324.991256439401,1,491.74500829077107,0,125.950650507707,1,686.867601619019,0,521.137882054617,0,293.313490222564,0
39,자양4동,127.062784461241,37.5302814717448,310.996135251446,1,431.32430239917,0,74.7879682532063,1,663.283247628771,0,516.41094899868,0,240.392592317089,1
40,자양4동,127.062779199899,37.5311828074023,308.435971544823,1,370.921268050438,1,51.35546541310529,1,644.528976849903,0,518.739861198818,0,191.419965275576,8
41,자양4동,127.062773938323,37.5320841429213,317.58741791651,1,310.546207493387,1,83.6420427311636,12,631.035579385653,0,528.031260644378,0,151.025823587856,11
42,자양4동,127.062768676512,37.5329854783018,337.499109069679,1,250.219358924477,4,136.634756561479,18,623.144896467895,0,543.9284586814,0,127.632994733003,12
43,자양4동,127.062763414467,37.5338868135438,366.421047979463,1,189.986638795676,4,170.417979455372,24,621.070507007703,0,565.874991035547,0,124.343901979455,12
44,자양4동,127.062758152188,37.5347881486472,402.415170453523,1,129.978948529845,4,110.226669959529,25,624.870334189092,0,593.199813065529,0,79.3749986054477,13
45,자양4동,127.062752889674,37.535689483612,443.763898599928,0,70.7709972547163,4,50.7143199483354,26,634.438835249263,0,625.198128948328,0,66.7356142347027,13
46,자양4동,127.062747626926,37.5365908184383,489.111095069962,0,20.9030606841307,3,7.76707800729541,27,649.521109812231,0,661.191762038042,0,99.6049969703679,3
47,자양4동,127.062742363943,37.537492153126,537.445588243919,0,56.389119452296896,3,59.3275985529004,26,669.744755755072,0,700.565164359059,0,150.67489537614,3
48,자양4동,127.062737100726,37.5383934876752,588.031191991032,0,115.051782439802,5,119.555704688775,26,694.660871957157,0,742.781060922877,0,206.879052305421,1
49,자양4동,127.062731837274,37.5392948220858,640.334619296921,0,174.952769474686,5,86.4988261736236,28,723.785005128753,0,787.382375406451,0,249.500452337339,0
50,자양4동,127.063937222841,37.5266803117658,339.156500710151,1,612.038089394967,0,306.815770393011,1,686.664551960449,0,465.23951487562096,0,342.836750521,0
51,자양4동,127.063931976053,37.5275816481129,289.942747554106,1,567.710740433904,0,248.612017453986,1,646.222182300781,0,435.29559710898303,0,288.295621363156,0
52,자양4동,127.063926729031,37.528482984321506,245.807924828115,1,526.607795540613,0,191.819249450219,1,609.108843264202,0,412.106913138094,0,236.657337795,0
53,자양4동,127.063921481775,37.5293843203915,209.979387516011,1,489.54210594556,0,138.188200405744,1,575.968421979973,0,396.859362047849,0,190.299822052077,1
54,자양4동,127.063916234285,37.530285656323,187.286445685293,1,444.767494011211,1,93.3380527729267,2,547.522806358434,0,390.484298132185,0,154.066023437467,2
55,자양4동,127.063910986562,37.531186992116,182.691375367192,1,386.323039118693,1,75.117631822821,5,524.536345827273,0,393.41327308726704,0,136.285147777259,2
56,자양4동,127.063905738604,37.5320883277704,197.461679648865,1,328.614466137548,2,99.4382840449717,15,507.751002968556,0,405.444689652684,0,143.965003083512,11
57,자양4동,127.063900490413,37.5329896632863,227.862097948722,1,272.110360314215,5,146.451108988213,21,497.794461900386,0,425.807656013387,0,173.761835448579,11
58,자양4동,127.063895241989,37.5338909986637,268.637664798058,1,217.750377999367,5,161.928488500539,27,495.07889069059,0,453.380952575978,0,129.633770813087,13
59,자양4동,127.06388999333,37.5347923339025,315.794690878622,1,167.633523489468,7,101.747237007139,27,499.722343106843,0,486.941244035663,0,73.8362520656075,12
60,자양4동,127.063884744438,37.5356936690027,366.880641701393,0,126.891116646254,7,42.413883830144705,29,511.52444412285297,0,525.342378767978,0,37.5962749634958,3
61,자양4동,127.063879495311,37.5365950039645,420.465865927113,0,106.84705440509,7,23.6673055931722,29,530.007181336277,0,567.602679323427,0,68.4833695753215,3
62,자양4동,127.063874245951,37.5374963387877,475.70652539907695,0,118.51499866406,6,81.462296391965,28,554.502912758641,0,612.924407359409,0,123.617402610689,3
63,자양4동,127.063868996358,37.5383976734723,532.087268219469,0,154.886684905297,7,136.866326825935,40,584.255812942279,0,660.677827437085,0,182.173941349042,2
64,자양4동,127.06386374653,37.5392990080184,589.280940260238,1,203.097335893836,7,87.9000096011268,55,618.507664006305,0,710.372707269068,0,241.677913764668,1
65,자양4동,127.063858496468,37.5402003424259,593.727326030308,1,191.158341979346,7,63.52215065916,65,656.55472028626,0,761.62910781747,0,280.00627408793,1
66,자양4동,127.063853246173,37.5411016766949,596.20684940058,1,137.77897163972,6,87.5119493714792,63,697.776439782704,0,814.152153877543,0,290.661752341679,1
67,자양4동,127.065074174591,37.5257831483375,352.104134651866,0,591.680244492818,0,411.352360925656,0,651.836349863145,0,410.909047778138,0,376.37550803744494,0
68,자양4동,127.065068941651,37.5266844849582,292.553312970767,1,538.849936870717,0,359.797706956937,0,602.954336125419,0,366.674640605632,0,315.921553650959,0
69,자양4동,127.065063708479,37.5275858214404,233.479814242535,1,487.79976427551907,0,311.468899416715,1,556.356897314013,0,327.673508487675,0,255.479010477346,0
70,자양4동,127.065058475073,37.528487157784,175.366655585335,1,439.15096775091905,0,268.11604767614,1,512.667356363979,0,295.981668212071,0,195.058471532554,0
71,자양4동,127.065053241434,37.5293884939891,119.621719150948,1,393.79453510221293,0,232.539035763339,2,472.692700166714,0,274.145846920174,0,134.689530750198,2
72,자양4동,127.065048007563,37.5302898300557,71.9756426036504,1,353.001833276072,1,208.752086840654,3,437.45251489675,0,264.617298437178,0,74.4976911715697,2
73,자양4동,127.065042773458,37.5311911659837,58.0247383631682,1,318.531068814505,1,200.985822650419,9,408.174906554182,0,268.708484657073,0,16.5441914166083,2
74,자양4동,127.065037539119,37.5320925017732,94.172613632372,1,292.624968946389,3,211.016583843968,15,386.218251130838,0,285.835170562185,0,48.090296288119696,2
75,자양4동,127.065032304548,37.5329938374242,147.259362628745,1,277.690979899254,5,200.80015562024,25,372.878058295131,0,313.870663985888,0,108.01295772525,2
76,자양4동,127.065027069744,37.5338951729366,204.492983975329,1,252.968396140629,7,142.696752835634,27,369.089792533812,1,350.204783987353,0,153.207132164759,2
77,자양4동,127.065021834706,37.5347965083105,263.18179470184,1,231.657794484633,7,83.6388831216535,29,375.142929241539,0,392.539844917228,0,109.571507484373,2
78,자양4동,127.065016599435,37.5356978435458,322.532391623148,0,225.062532930956,7,30.7202261730085,30,390.580168008491,0,439.143718083627,0,88.6250457209459,2
79,자양4동,127.065011363931,37.5365991786426,382.236620839972,0,232.696413573832,7,34.7126788839032,31,414.353978940138,0,488.796901225791,0,104.966041361391,2
80,자양4동,127.065006128193,37.5375005136009,442.151244618059,1,238.043121769367,11,29.603195008734,33,445.130619129101,0,540.659912008613,0,146.616242776697,2
81,자양4동,127.065000892223,37.5384018484206,484.83165852137904,1,257.868545090792,10,76.4166058745957,71,481.569316271169,0,594.154347466622,0,184.047080214088,2
82,자양4동,127.064995656019,37.5393031831017,472.510054567279,1,242.046186835461,11,21.0184758143352,90,522.486773794088,0,648.876836687077,0,158.775456279836,2
83,자양4동,127.064990419582,37.5402045176444,467.745244449706,1,183.300676737248,8,48.5714962389875,100,566.914040573619,0,704.54128072558,0,154.471085044423,1
84,자양4동,127.064985182912,37.5411058520484,470.766733409212,1,126.202034812509,6,100.941778366617,98,614.08981612188,0,760.940985783193,0,172.708811567063,1
85,화양동,127.064979946008,37.542007186314,481.427934856904,1,74.6310734206517,6,40.8925600046269,98,663.428022805567,0,817.923863232526,0,207.631144127192,1
86,화양동,127.064974708871,37.542908520440896,499.239647168206,1,50.275866396212,6,21.6857656595348,96,714.480819198756,0,875.37603172009,0,252.405200888852,0
87,화양동,127.064969471501,37.5438098544294,523.472461433537,0,32.2889225375359,7,81.1384593620316,78,766.905857981231,0,933.210817823844,0,302.690283835011,0
88,자양3동,127.066205880018,37.5257873105511,355.52129363562,0,545.631167005263,0,486.195715856494,0,590.589471529309,0,344.538776300898,0,345.582826678747,0
89,자양3동,127.066200660694,37.5266886473064,296.465380058668,1,487.721335426758,0,443.302222534262,0,536.044668244344,0,290.166666872,0,286.926577965397,0
90,자양3동,127.066195441138,37.5275899839233,238.124966621537,1,430.519021421542,0,404.922820515883,1,482.915927913451,0,238.751321850889,0,229.220219540544,0
91,자양3동,127.066190221349,37.5284913204016,181.192490919365,1,374.348694139,0,366.630613532674,1,431.726347572973,0,192.674491853323,0,173.414612636179,1
92,자양3동,127.066185001328,37.5293926567414,127.567130389785,1,319.754665483074,1,319.081882571469,4,383.25372496161503,0,156.717857989419,1,122.143406306506,2
93,자양4동,127.066179781073,37.5302939929427,83.8537761238022,1,267.703055194625,1,276.630373494388,6,338.666684260708,0,138.972189166157,1,84.1490023828432,2
94,자양4동,127.066174560587,37.531195329005506,71.4490159395101,1,220.005858698012,2,241.973858326744,10,299.704436493001,0,146.225172008283,1,80.9861138736727,2
95,자양4동,127.066169339868,37.5320966649297,102.43966591222,1,180.155478608306,3,204.420877774068,15,268.823902294244,1,175.402610539666,0,115.551260872745,2
96,자양4동,127.066164118916,37.5329980007153,152.309617756195,1,154.354059434191,6,144.858946182703,25,249.049675108201,1,217.867133818991,0,157.763052710273,2
97,자양4동,127.066158897732,37.533899336362495,207.889296201105,1,150.033694568656,7,86.5788916346867,28,243.10716567963,1,267.360864079549,0,203.583358220276,2
98,자양4동,127.066153676315,37.5348006718711,265.618332693807,1,113.784319997186,7,36.3766395212645,32,251.976872979646,1,320.645132168626,0,224.300187781028,1
99,자양4동,127.066148454666,37.5357020072411,324.351092637106,0,99.1021018758726,9,19.4488178796177,30,274.225247336187,1,376.11233626966305,0,214.584555276321,1
100,자양4동,127.066143232784,37.5366033424727,383.626838788809,1,118.36910429757,10,41.1610253884932,33,306.956859111502,0,432.924233375023,0,221.579916841346,2
101,자양4동,127.066138010669,37.5375046775657,390.570651649991,1,159.740164999274,11,20.3032590600594,66,347.21955564331,0,490.613903083308,0,165.545764875408,3
102,자양4동,127.066132788322,37.5384060125201,365.128685756947,1,206.547711501503,11,54.3358008802244,94,392.703704773237,0,548.904649032575,0,106.361478029426,2
103,자양4동,127.066127565742,37.539307347336,348.437249960984,2,163.771180657908,11,7.86230408338111,116,441.799555445922,0,607.623503006518,0,50.3554356168405,3
104,자양4동,127.066122342929,37.5402086820134,341.780789380541,2,135.261746931134,10,65.1157468332922,119,493.430193882725,0,666.657347513014,0,32.7736479498044,3
105,자양4동,127.066117119884,37.5411100165522,345.739387001648,2,130.714088390348,10,76.5697115562934,115,546.878159139315,0,725.929335790705,0,83.2351151211657,2
106,화양동,127.066111896606,37.5420113509525,359.962995913196,2,152.290156750874,9,16.8351498630918,112,601.65931837065,0,785.385548745406,0,141.765937843538,1
107,화양동,127.066106673095,37.5429126852142,383.310587088569,2,120.247644443875,7,44.9376869758121,119,657.44048675422,0,844.987095707301,0,201.451225609054,0
108,화양동,127.066101449352,37.5438140193374,414.242273348145,1,96.5450269058808,7,41.2573482608245,118,713.987317625382,0,904.705250247669,0,261.501671040109,0
109,화양동,127.066096225376,37.544715353322,451.200971922071,0,40.7792336632516,7,70.0917454282445,94,771.131388139784,0,964.518350262154,0,321.712850496231,0
110,화양동,127.066091001167,37.5456166871681,492.832596676458,0,24.6470985938683,5,114.025908397692,67,758.515319907834,0,1024.40976199674,0,382.008760395218,0
111,자양3동,127.067337585679,37.5257914619207,400.69535982347105,0,526.38843546623,0,489.61639006454095,0,543.360989459129,0,316.719037560634,0,341.465038523206,0
112,자양3동,127.06733237997,37.5266927988105,349.199072623387,0,465.97122339782095,0,430.182988478692,0,492.826632910941,0,256.294814903133,0,281.752056845822,0
113,자양3동,127.06732717403,37.5275941355617,301.062856357558,1,405.57312114971296,0,371.088498381986,0,434.312693922517,0,195.90577290841,0,222.454334163709,0
114,자양3동,127.067321967857,37.528495472174306,258.173040683682,1,345.204150848685,0,312.525220840692,3,376.421391712762,0,135.598901059993,0,164.022847085833,1
115,자양3동,127.067316761453,37.5293968086485,223.569704498964,1,284.882822586245,1,254.859603988268,4,319.491358717419,0,75.5711357144977,1,107.874493498446,2
116,자양3동,127.067311554817,37.530298144984094,201.566661563384,1,224.647504331412,2,198.874030384939,6,264.144851645768,0,18.731515954833,1,60.7137612819969,2
117,자양3동,127.067306347949,37.5311994811812,196.444475285146,1,164.592635413646,3,146.507318539834,10,211.627931238935,0,48.027861243475,1,55.23813744800871,2
118,자양3동,127.067301140849,37.5321008172398,209.44532768831,1,105.028186564726,5,103.41158105875,14,164.67045352501,1,107.603010771417,1,98.6517789105247,2
119,자양4동,127.067295933517,37.5330021531598,237.612822449576,1,47.823093801261,6,85.0855814562593,20,129.469794461703,1,167.827474452018,0,154.041941841548,2
120,자양4동,127.067290725953,37.5339034889413,276.347517187353,1,29.310658331889,7,43.1785792645972,29,117.151967960028,2,228.187706271076,0,212.229792908891,0
121,자양4동,127.067285518157,37.5348048245843,321.85653628954,1,63.0788243988908,8,11.2318980128488,28,134.174588128874,2,288.598521028897,0,271.421928024823,1
122,자양4동,127.067280310129,37.5357061600887,371.659638051524,0,27.2124286418103,9,39.6497468567411,31,172.038168039614,2,349.0336465106,0,226.850819030956,1
123,자양4동,127.067275101869,37.5366074954547,330.646271792042,1,69.4113897085445,11,82.0252340917569,32,220.244208007257,0,409.48231163192,0,176.445657735426,2
124,자양4동,127.067269893377,37.537508830682,287.524423899324,2,127.323235935467,12,95.1049168801693,78,273.375115674985,0,469.939285272122,0,134.613925033526,2
125,자양4동,127.067264684653,37.5384101657709,251.65424237329,2,162.165145631198,10,104.611216330104,109,329.053876237365,0,530.401720755541,0,111.466605798165,3
126,자양4동,127.067259475697,37.5393115007212,226.507486026166,2,101.702250456266,11,127.227578382696,123,386.180015055165,0,590.867936370899,0,107.777677868533,3
127,자양4동,127.067254266509,37.5402128355329,215.864862763188,2,41.2921607796639,11,95.1349067445992,119,444.195452052454,0,651.336874792294,0,100.209378757253,3
128,화양동,127.067249057089,37.54111417020609,221.823905454199,2,19.5604937171882,10,47.624731018705,121,502.79243663000494,0,711.807837942528,0,125.632500037153,3
129,화양동,127.067243847436,37.5420155047408,243.167130733014,2,79.85019061546,10,17.2904168335316,114,561.78901932079,0,772.280346366284,0,169.825905990522,2
130,화양동,127.067238637552,37.5429168391369,276.352778821198,2,140.304514171135,9,31.2780965253276,122,621.071330350944,0,832.754059859682,0,221.841956142458,0
131,화양동,127.067233427436,37.5438181733945,317.691129538127,2,170.674126913938,8,29.2985730588302,124,680.564702196138,0,893.228730351241,0,277.313116567436,0
132,화양동,127.067228217087,37.5447195075135,364.418212800071,0,143.687488351169,8,80.8324107006065,133,671.956344691036,0,953.704172681242,0,334.524985260767,0
133,화양동,127.067223006507,37.545620841494,414.716520690564,0,136.651715485766,7,72.1255236339027,98,643.42289945048,0,1014.18024585265,0,389.80773312572,0
134,화양동,127.067217795694,37.546522175336,467.434620031006,0,78.7266407775704,6,20.2904475162483,61,619.497772689502,0,1074.65684060902,0,387.477297509794,0
135,화양동,127.067212584649,37.5474235090394,521.839651905629,0,32.217500194654,5,15.6094289790926,47,600.731813488155,0,1135.13387097082,0,394.517037070786,0
136,자양3동,127.068474483433,37.5248942652843,522.021565635288,0,596.309654235077,0,499.126241484803,0,497.21052676285694,0,394.60262619218497,0,436.068353467887,0
137,자양3동,127.068469291571,37.5257956024465,475.879694315639,0,536.842410660154,0,443.834899149053,0,450.901230299282,0,337.132325743392,0,381.461090791371,0
138,자양3동,127.068464099478,37.5266969394702,433.28082293395,0,477.63010047277,0,390.087755183552,0,408.316462403173,0,280.929391814003,0,328.915746468498,0
139,자양3동,127.068458907153,37.5275982763554,395.371816462109,1,418.780867281974,0,338.620903296457,1,370.741883205049,0,226.937394568298,0,279.597239688875,0
140,자양3동,127.068453714598,37.5284996131021,363.622445318466,1,360.472570025189,0,290.648223805692,3,339.843412539666,0,177.189087563844,0,235.541296535334,1
141,자양3동,127.068448521811,37.5294009497103,339.763879866666,1,303.017629484107,1,244.621764408054,4,298.349357271098,1,136.409282536076,1,200.251891756474,1
142,자양3동,127.068443328792,37.5303022861799,325.535714329632,1,247.012224389392,2,185.268167757845,6,237.900945876303,1,114.608612100891,1,178.99151896265,1
143,자양3동,127.068438135543,37.531203622511,322.216229499926,1,193.717664358408,3,126.984313930206,9,177.475825985193,2,122.38828233741,1,176.892983424124,2
144,자양3동,127.068432942062,37.5321049587036,330.1346390301,1,146.130631011506,7,72.4014344097248,11,117.110030945089,2,155.366532756934,1,194.577247911951,1
145,자양3동,127.068427748349,37.5330062947576,348.525808782343,1,111.794081178396,7,40.9285136329614,14,56.9923306147806,2,201.530969311764,0,227.47635350256,1
146,자양3동,127.068422554406,37.5339076306732,375.855518970076,1,59.6157492871172,7,73.6514537439974,25,9.88747162238829,2,253.784952292202,0,270.086429987263,0
147,자양3동,127.06841736023,37.5348089664502,383.155075181773,1,35.0591653644905,9,95.358455442981,25,65.296726327704,3,309.054954397954,0,260.189291394763,0
148,자양4동,127.068412165824,37.5357103020886,324.661126293674,0,60.7785330966346,10,84.8331862899592,31,125.48235315464,3,365.977067799254,0,199.852497320731,0
149,자양4동,127.068406971186,37.5366116375886,267.054869922866,1,63.6683569954054,12,111.727202041486,41,185.860785616164,1,423.88623950933504,0,139.641777455892,1
150,자양4동,127.068401776317,37.53751297295,211.064387313998,2,96.6824022156097,12,53.6822087502196,88,246.290252711491,0,482.42714329528,0,79.8428294591088,1
151,자양4동,127.068396581216,37.5384143081728,158.412301085607,2,148.181212822895,10,24.4299298530088,116,306.740584025166,0,541.394885335145,0,23.7943056816182,3
152,자양4동,127.068391385884,37.5393156432571,113.829443743265,2,108.921150364903,9,62.8686605035076,122,358.536910484911,0,600.663764479551,0,45.5378391392912,3
153,자양4동,127.068386190321,37.5402169782029,90.2010258030159,2,51.6560834424139,9,48.2899965493748,119,412.337877535328,0,660.152672453671,0,74.2886890694943,3
154,화양동,127.068380994526,37.5411183130102,103.110133337254,2,28.0909136948657,9,10.6452032721129,120,467.774356324215,0,719.807053947287,0,93.0258772039289,3
155,화양동,127.068375798499,37.5420196476789,142.980977641794,2,78.9053642356538,10,21.3671271152207,116,524.327836200079,0,779.588919837281,0,138.221487530736,2
156,화양동,127.068370602241,37.5429209822091,193.834466102888,2,137.765076331681,9,17.1506444441456,123,581.672599896749,0,839.471031119494,0,192.023177669402,1
157,화양동,127.068365405752,37.5438223166007,249.030950933391,2,197.607117200564,9,57.5183566379829,132,605.815143680537,0,899.43336243525,0,248.911573356677,1
158,화양동,127.068360209031,37.5447236508538,306.230953478741,2,217.288795875132,9,41.2556419954939,145,567.492561784476,0,959.460870555618,0,282.095780553868,2
159,화양동,127.068355012078,37.5456249849684,364.49244350199905,0,165.257175647444,7,37.5445348551403,124,533.292209602805,0,1019.54204041162,0,265.210414389878,3
160,화양동,127.068349814894,37.5465263189444,423.37742276148,0,121.332302018371,5,82.7652333513302,76,504.053867965206,0,1079.6679108215,0,261.556374264667,3
161,화양동,127.068344617479,37.5474276527818,482.657739140215,0,97.2069705444196,7,39.30465233820831,57,480.683851123991,0,1139.83140537414,0,271.668074207534,1
162,군자동,127.068339419832,37.5483289864807,542.20373347518,0,107.205088553247,7,13.8007719469341,50,464.069567700006,0,1200.02686274391,0,294.129180559817,0
163,군자동,127.068334221953,37.5492303200411,601.936560204495,0,144.404741130536,7,46.6822671598407,46,454.951747656793,0,1260.24970050492,0,326.4001040742,0
164,자양3동,127.069606175941,37.5248983948325,608.495287664139,0,631.313668657864,0,466.693107308373,0,432.603928409921,0,448.234597455778,0,500.92462280482493,0
165,자양3동,127.069600997694,37.5257997321284,569.306195952284,0,575.376707400461,0,406.879841789312,0,378.319936557737,0,398.432874662869,0,454.059557949062,0
166,자양3동,127.069595819216,37.5267010692858,534.10539920441,0,520.457601434892,0,347.299243582035,0,326.225038503722,0,351.993730039958,0,410.76869362029,0
167,자양3동,127.069590640508,37.5276024063046,503.729696695329,0,466.91564628241105,0,288.095691242802,2,277.554601858342,0,310.429926995736,0,372.300932453705,0
168,자양3동,127.069585461569,37.528503743185,479.097723274391,1,415.283839149068,0,229.561076637626,2,234.451087203619,1,275.953275857656,0,340.295856848416,0
169,자양3동,127.069580282399,37.5294050799268,461.130821898091,1,364.782628229836,1,172.378190227831,4,200.536868600784,1,251.495512347522,0,316.718757582764,1
170,자양3동,127.069575102999,37.53030641653,450.626919730836,1,306.670637630629,4,118.519952241422,5,181.051708735907,1,240.137628209256,1,303.539918360978,1
171,자양3동,127.069569923368,37.5312077529948,448.111124819304,1,249.687671547385,5,75.4751471450869,10,180.724550306202,1,243.718008777022,0,302.123147380476,1
172,자양3동,127.069564743506,37.532109089321,453.716328989546,1,194.826897425508,8,68.2846309768057,14,179.057286947262,3,261.624060015019,0,312.628386306668,1
173,자양3동,127.069559563413,37.5330104255088,467.15029261379,1,144.52554786942,8,103.910822775805,12,122.211568458871,4,291.225200661337,0,333.932345471468,0
174,자양3동,127.06955438309,37.5339117615579,435.44273301549697,1,105.51904800719,8,115.409843553042,18,71.2820784548726,4,329.38331478167,0,351.039258007683,0
175,자양3동,127.069549202536,37.5348130974686,375.20347036572,0,93.2599622847141,10,63.1994450812265,25,50.4315471513128,4,373.48479826509697,0,296.719052954574,0
176,자양3동,127.069544021751,37.5357144332408,315.057971349024,0,75.2196049126894,9,44.5589295288499,29,85.5703235458922,4,421.668935330219,0,245.300374012329,0
177,자양3동,127.069538840735,37.5366157688744,255.072560719593,2,65.0121913894743,11,25.407769451472,39,139.348293024341,3,472.688852846636,0,199.044683582782,1
